,姓名,性别,职称,医院,一级科室,二级科室,简介
1318,禹华良,男,副主任医师,浙江大学医学院附属第二医院,精神科,滨江精神科门诊,"擅长,精神分裂症,婚姻,催眠,障碍,青少年,双相,失眠症"
1319,刘微波,女,主任医师,浙江大学医学院附属第二医院,精神科,精神科,"障碍,心理治疗,心理咨询,会诊,联络,擅长,精神疾病,诊治"
1320,马颖,女,副主任医师,浙江大学医学院附属第二医院,精神科,精神科,"思路,抑郁症,擅长,障碍,诊治,精神分裂症,诊断,具有"
1321,林铮,男,主任医师,浙江大学医学院附属第二医院,精神科,精神科,"障碍,擅长,失眠症,抑郁症,精神分裂症,心理治疗,行为障碍,心理"
1322,李惠春,男,主任医师,浙江大学医学院附属第二医院,精神科,精神科,"精神,诊治,问题,医学,焦虑症,卫生,抑郁症,失眠症"
1323,陈巧珍,女,副主任医师,浙江大学医学院附属第二医院,精神科,精神科,"精神疾病,擅长,诊治"
1324,蒋正言,女,主任医师,浙江大学医学院附属第二医院,精神科,精神科,"失眠症,心理咨询,焦虑症,治疗,抑郁症,诊断,精神分裂症,早期"
1325,俞少华,男,副主任医师,浙江大学医学院附属第二医院,精神科,精神科,"精神分裂症,诊治,抑郁症,神经症,擅长,心理治疗"
1326,陈一萍,女,副主任医师,浙江大学医学院附属第二医院,精神科,精神科,"情感,咨询,临床,心身疾病,问题,诊治,障碍,心理"
1327,禹华良,男,副主任医师,浙江大学医学院附属第二医院,精神科,精神科,"擅长,精神分裂症,婚姻,催眠,障碍,青少年,双相,失眠症"
1328,郑磊磊,女,副主任医师,浙江大学医学院附属第二医院,精神科,心理咨询专科,心理咨询
1329,陈巧珍,女,副主任医师,浙江大学医学院附属第二医院,精神科,心理咨询专科,"精神疾病,擅长,诊治"
1330,俞少华,男,副主任医师,浙江大学医学院附属第二医院,精神科,心理咨询专科,"精神分裂症,诊治,抑郁症,神经症,擅长,心理治疗"
1331,禹华良,男,副主任医师,浙江大学医学院附属第二医院,精神科,焦虑症专科,"擅长,精神分裂症,婚姻,催眠,障碍,青少年,双相,失眠症"
1332,单建贞,女,主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"肿瘤,晚期,内科,肺癌,结合,乳腺癌,中西医,软组织"
1333,董颖,女,主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"肿瘤,综合,乳腺癌,靶向,肺癌,化疗,软组织,治疗"
1334,沈虹,女,,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"治疗,应用,化疗,靶向,胃肠道,肿瘤,乳癌,进行"
1335,邱福铭,男,主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"晚期,生物,肺癌,治疗,乳腺癌,综合,恶性肿瘤,胃肠道"
1336,付鲜花,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"治疗,发表,直肠癌,博士,恶性肿瘤,胆囊癌,硕士生,结"
1337,钟献,男,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"省部级,医学院,综合,主持,为主,博士学位,浙江大学,内科"
1338,何雪心,男,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"临床,毕业,sci,内科,肿瘤医院,乳腺癌,国家自然科学基金,省部级"
1339,胡涵光,男,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"恶性肿瘤,系统,神经,肿瘤,内分泌,消化道,治疗"
1340,董彩霞,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江肿瘤内科门诊,"医学会,综合,分会,胃癌,发表,sci,擅长,晚期"
1341,沈俐,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,放疗科,"脑瘤,综合,鼻咽癌,放疗,头颈部,恶性肿瘤,癌,乳腺癌"
1342,魏启春,男,主任医师,浙江大学医学院附属第二医院,肿瘤科,放疗科,"放疗,头颈部,直肠癌,肿瘤,食道癌,术后,肺癌,保乳"
1343,王连聪,男,主任医师,浙江大学医学院附属第二医院,肿瘤科,放疗科,"瘤,恶性肿瘤,定向,窦,脑瘤,诊断,放疗,癌"
1344,束美宝,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,放疗科,"癌,窦,脑瘤,综合,鼻咽癌,诊断,食道癌,肺癌"
1345,徐文鸿,女,主任医师,浙江大学医学院附属第二医院,肿瘤科,放疗科,"放疗,肿瘤,脑瘤,博士,鼻咽癌,头颈部,癌,主任医师"
1346,陈国弟,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,放疗科,"肿瘤,喉癌,治疗,舌癌,综合,肺癌,放疗,食管癌"
1347,夏靖燕,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,放疗科,"放疗,脑瘤,综合,调强,头颈部,癌,食道癌,肺癌"
1348,张婷,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,放疗科,"浙江省,sci,专委会,ucom,国际,毕业,项目,基金"
1349,黄建瑾,女,主任医师，科主任,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"治疗,恶性,乳癌,淋巴瘤,肠癌,肿瘤,软组织,消化道"
1350,沈虹,女,,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"治疗,应用,化疗,靶向,胃肠道,肿瘤,乳癌,进行"
1351,袁瑛,女,主任医师,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"治疗,应用,化疗,靶向,乳癌,肺癌,恶性肿瘤,胃癌"
1352,邱福铭,男,主任医师,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"晚期,生物,肺癌,治疗,乳腺癌,综合,恶性肿瘤,胃肠道"
1353,单建贞,女,主任医师,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"肿瘤,晚期,内科,肺癌,结合,乳腺癌,中西医,软组织"
1354,董颖,女,主任医师,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"肿瘤,综合,乳腺癌,靶向,肺癌,化疗,软组织,治疗"
1355,房雪峰,男,副主任医师,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"靶向,化疗,大肠癌,胰腺癌,胃癌,恶性肿瘤,免疫治疗,擅长"
1356,付鲜花,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"治疗,发表,直肠癌,博士,恶性肿瘤,胆囊癌,硕士生,结"
1357,胡涵光,男,副主任医师,浙江大学医学院附属第二医院,肿瘤科,肿瘤内科,"恶性肿瘤,系统,神经,肿瘤,内分泌,消化道,治疗"
1358,郑树,女,,浙江大学医学院附属第二医院,肿瘤科,肿瘤外科(乳腺、结直肠),"研究,大肠癌,因素,肿瘤外科,筛检,结肠癌,现场,做出"
1359,张苏展,男,主任医师，教授,浙江大学医学院附属第二医院,肿瘤科,肿瘤外科(乳腺、结直肠),"肿瘤,乳腺,人群,诊治,流行病学,发现,诊断,改良"
1360,徐栋,男,主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江大肠外科门诊,"主持,专委会,导师,抗癌,研发,项目,大肠癌,医院"
1361,王建伟,男,主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江大肠外科门诊,"浙江省,一等奖,自然科学,获得,教育部,国家,二等奖,科技进步"
1362,邵选,男,,浙江大学医学院附属第二医院,肿瘤科,滨江乳腺外科门诊,"甲状腺,肿瘤,专项,乳腺,软组织,疾病,体表,胃肠"
1363,黄建,男,主任医师，教授,浙江大学医学院附属第二医院,肿瘤科,滨江乳腺外科门诊,"肿瘤,治疗,遗传,乳腺,胃肠道,综合,恶性肿瘤,开展"
1364,胡跃,男,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江乳腺外科门诊,"浙江省,乳腺,治疗,乳腺癌,诊治,学科,发表,后备"
1365,王晓晨,男,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江乳腺外科门诊,"肿瘤,根治术,开腹,胃肠道,擅长,治疗,诊断,乳房"
1366,陶思丰,男,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江乳腺外科门诊,"浙江省,肿瘤学,专业,分会,协会,乳腺,委员,委员会"
1367,周美琪,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江乳腺外科门诊,"乳腺,肿瘤学,教育,分会,委员,参与,肿瘤外科,cdfi"
1368,潘桃,女,副主任医师,浙江大学医学院附属第二医院,肿瘤科,滨江乳腺外科门诊,"乳腺,浙江省,发表,高等学校,博士,医师,专业,卫生"
1369,金忠棋,男,副主任医师,浙江大学医学院附属第二医院,康复医学科,骨伤科,"损伤,关节,颅脑,软组织,痛风性,关节炎,治疗,脊柱炎"
1370,陈  健1,男,主任医师,浙江大学医学院附属第二医院,康复医学科,骨伤科,"关节病,腰椎病,颈椎病,骨关节,软组织,损伤,关节,治疗"
1371,周游,男,副主任医师,浙江大学医学院附属第二医院,康复医学科,骨伤科,"损伤,治疗,康复,结合,脑,中西,脊髓,中风"
1372,徐昕,女,,浙江大学医学院附属第二医院,康复医学科,理疗科,"疾病,损伤,治疗,颅脑,关节,康复,肛周,物理"
1373,晁明,男,主任医师,浙江大学医学院附属第二医院,医学影像科,放射介入（肝癌微创）专科,"下肢,植入术,肝癌,治疗,微创,支架,动脉,擅长"
1374,游向东,男,主任医师,浙江大学医学院附属第二医院,医学影像科,心脏超声名医,"心血管,治疗,介入,领域,疑难病症,心脏,超声,诊断"
1375,莫国强,男,副主任技师,浙江大学医学院附属第二医院,医学影像科,滨江超声诊断科,"治疗,超声,脏器,擅长,诊断,穿刺,甲状腺,肿瘤"
1376,潘敏强,男,副主任技师,浙江大学医学院附属第二医院,医学影像科,滨江超声诊断科,"腹部,造影,浅表,诊断,器官,超声,疾病,擅长"
1377,陈粉红,女,副主任医师,浙江大学医学院附属第二医院,医学影像科,滨江超声诊断科,"造影,超声,妇科疾病,疾病,乳腺,输卵管,诊断"
1378,张超,男,副主任医师,浙江大学医学院附属第二医院,医学影像科,滨江超声诊断科,"腹部,造影,浅表,诊断,器官,超声,疾病,擅长"
1379,徐雷鸣,男,主任医师,浙江大学医学院附属第二医院,医学影像科,滨江放射科,"诊断,ct,穿刺,活检,骨关节,头颈部,影像,擅长"
1380,邝平定,男,副主任医师,浙江大学医学院附属第二医院,医学影像科,滨江放射科,"ct,诊断,疾病,mri,胸部,鉴别,肺癌"
1381,魏建功,男,主任医师,浙江大学医学院附属第二医院,医学影像科,滨江放射科,放射科
1382,余日胜,男,主任医师,浙江大学医学院附属第二医院,医学影像科,放射科,"诊断,胃肠道,疾病,深入研究,造影,ct,mri,影像"
1383,蒋飚,男,主任医师,浙江大学医学院附属第二医院,医学影像科,放射科,"影像,疾病,血管,神经系统,邻近,病变,神经,肿瘤"
1384,王丽华,女,副主任医师,浙江大学医学院附属第二医院,医学影像科,放射科,"疾病,胸部,影像,擅长,诊断,心血管"
1385,张敏鸣,女,,浙江大学医学院附属第二医院,医学影像科,放射科,"诊断,影像,疑难病症,综合,胸部,影像学,ct,疾病"
1386,徐晓俊,男,,浙江大学医学院附属第二医院,医学影像科,放射科,"影像,临床,诊断,医学,科研工作,鉴别,从事,疾病"
1387,李清海,男,副主任医师,浙江大学医学院附属第二医院,医学影像科,放射科,"疾病,肿瘤,mri,腹部,ct,炎症性,肠病,肛管"
1388,王六红,男,副主任医师,浙江大学医学院附属第二医院,医学影像科,放射科,"诊断,学科,消化系统,疗效,脂肪肝,模态,影像,肿瘤"
1389,陈英,女,副主任医师,浙江大学医学院附属第二医院,医学影像科,放射科,无
1390,蒲朝霞,女,副主任医师,浙江大学医学院附属第二医院,医学影像科,心脏超声中心门诊,"超声,声学,心血管,心肌,疾病,诊断,造影,擅长"
1391,杨倩,女,副主任技师,浙江大学医学院附属第二医院,医学影像科,心脏超声中心门诊,"超声,心脏,心血管,超,心,疾病,食道,声学"
1392,朱虹,女,副主任医师,浙江大学医学院附属第二医院,医学影像科,心脏超声中心门诊,"心血管,超声,领域,疑难病症,擅长,诊断"
1393,别晓东,男,,浙江大学医学院附属第二医院,中医科,中医科,"疾病,融西,预防,治疗,心脑血管病,说,注意,风湿"
1394,王晓文,女,副主任医师,浙江大学医学院附属第二医院,中医科,中医科,"治疗,失调,更年期,肿瘤,辨证,综合症,术后,月经"
1395,金晓滢,女,主任医师,浙江大学医学院附属第二医院,中医科,中医科,"不孕症,中医,月经不调,疑难病,盆腔炎,常见病,妇科疾病,内科"
1396,詹小萍,女,主任医师,浙江大学医学院附属第二医院,中医科,中医科,"肿瘤,冠心病,心脑血管,月经不调,中风,疾病,后遗,消化系统"
1397,徐粟,男,副主任医师,浙江大学医学院附属第二医院,中医科,中医科,"哮喘,防治,心律失常,促醒,康复,肢体,结合,语言"
1398,张国平,男,副主任医师,浙江大学医学院附属第二医院,中医科,中医科,"强调,整体观念,心脑血管病,康复,中西医,术后,结合,外科"
1399,高祖明,男,副主任医师,浙江大学医学院附属第二医院,中医科,中医科,"治疗,心脑血管病,肿瘤,肺部,结合,术后,感染,脑外伤"
1400,周庆芳,女,副主任医师,浙江大学医学院附属第二医院,中医科,中医科,"肾病,擅长,妇科病"
1401,楼建国1,男,副主任医师,浙江大学医学院附属第二医院,中医科,中医科,"颅脑,胃肠功能,治疗,病人,中西医,感染,互补,外伤"
1402,占宏伟,男,主任医师,浙江大学医学院附属第二医院,其他,核医学科,"甲状腺,pet,spect,骨肿瘤,转移性,肿瘤,显像,治疗"
1403,侯海峰,男,副主任医师,浙江大学医学院附属第二医院,其他,核医学科,"核医学,委员,影像,核,分会,从事,浙江大学,医学影像"
1404,张莺,女,副主任医师,浙江大学医学院附属第二医院,其他,核医学科,"诊断,肿瘤,pet,核,经验,临床,显像,核素"
1405,张片红,男,主任医师,浙江大学医学院附属第二医院,其他,营养科,"营养,代谢,治疗,综合征,病人,管理,擅长"
1406,金敏,女,主任医师,浙江大学医学院附属第二医院,妇女保健科,不孕不育专科,"生殖,妇产科,常见疾病,方面,手术,微创,腹腔镜,宫"
1407,封纯,女,副主任医师,浙江大学医学院附属第二医院,妇女保健科,不孕不育专科,"综合症,不孕,青春期,内分泌,不育,妇科,更年期,诊治"
1408,陈丽荣,男,教授、主任医师,浙江大学医学院附属第二医院,病理科,病理科,"肿瘤,病例,病理,骨,软组织,淋巴瘤,恶性,消化道"
1409,李金范,男,副主任医生,浙江大学医学院附属第二医院,病理科,病理科,"淋巴瘤,病理,擅长,诊断"
1410,许晶虹,女,副主任医师,浙江大学医学院附属第二医院,病理科,病理科,"病理,肿瘤,消化系统,相关,治疗,分子,靶向,诊断"
1411,李秀珍,男,副主任医师,浙江大学医学院附属第二医院,病理科,病理科,"病理学,临床,医学院,乳腺,甲状腺,肺,组织,毕业"
1412,魏树梅,女,副主任医师,浙江大学医学院附属第二医院,病理科,病理科,"肝胆,病理,胰腺,呼吸系统,擅长,诊断"
1413,裘卫东,男,副主任医师,浙江大学医学院附属第二医院,疼痛科,颈肩腰腿痛专科,"腰椎间盘,神经病,理性,颈,调制,疼痛,腰腿痛,神经"
1414,陈祥明,男,副主任医师,浙江大学医学院附属第二医院,疼痛科,颈肩腰腿痛专科,"人,手术,神经痛,后遗,带状疱疹,老年病,颈肩痛,腰腿痛"
1415,连燕虹,女,副主任医师,浙江省肿瘤医院,疼痛科,疼痛科,"麻醉,药物,委员,心胸,浙江省,神经,食道癌,运用"
1416,龚黎燕,女,副主任医师,浙江省肿瘤医院,疼痛科,疼痛科,"肿瘤,癌痛,治疗,委员,姑息,核心,担任,主持"
1417,周惠丹,女,副主任医师,浙江省肿瘤医院,疼痛科,疼痛科,"麻醉,发表,麻醉学,浙江省,浙江大学,疑难,硕士学位,危重病"
1418,刘春喜,男,副主任医师,浙江省肿瘤医院,疼痛科,疼痛科,"麻醉,治疗,神经,癌痛,医学,临床,学会,擅长"
1419,付霜,女,副主任医师,浙江省肿瘤医院,疼痛科,疼痛科,"麻醉,疼痛,管理,肿瘤,委员会,筹,省部级,编译"
1420,龙斌,男,副主任医师,浙江省肿瘤医院,医学影像科,核医学科,"甲状腺癌,浙江省,人员,核医学,分会,ct,医师,spect"
1421,孙松,男,副主任医师,浙江省肿瘤医院,医学影像科,放射诊断门诊,"介入,肿瘤,诊疗,影像,中枢神经,腹部,诊断,课题"
